k,mu,bridge_gain,seed,accuracy,isolated_baseline
6.0,0.05,1.5,49,0.8633333333333333,0.8633333333333333
6.0,0.05,2.0,49,0.8666666666666667,0.8633333333333333
6.0,0.05,3.0,49,0.86,0.8633333333333333
6.0,0.1,0.0,42,0.9233333333333333,0.9233333333333333
6.0,0.1,0.1,42,0.9266666666666667,0.9233333333333333
6.0,0.1,0.2,42,0.9266666666666667,0.9233333333333333
6.0,0.1,0.3,42,0.9266666666666667,0.9233333333333333
6.0,0.1,0.5,42,0.9266666666666667,0.9233333333333333
6.0,0.1,0.75,42,0.9233333333333333,0.9233333333333333
6.0,0.1,1.0,42,0.93,0.9233333333333333
6.0,0.1,1.5,42,0.9366666666666666,0.9233333333333333
6.0,0.1,2.0,42,0.9266666666666667,0.9233333333333333
6.0,0.1,3.0,42,0.9166666666666666,0.9233333333333333
6.0,0.1,0.0,43,0.88,0.88
6.0,0.1,0.1,43,0.8833333333333333,0.88
6.0,0.1,0.2,43,0.8833333333333333,0.88
6.0,0.1,0.3,43,0.8833333333333333,0.88
6.0,0.1,0.5,43,0.89,0.88
6.0,0.1,0.75,43,0.89,0.88
6.0,0.1,1.0,43,0.89,0.88
6.0,0.1,1.5,43,0.8966666666666666,0.88
6.0,0.1,2.0,43,0.8866666666666667,0.88
6.0,0.1,3.0,43,0.8666666666666667,0.88
6.0,0.1,0.0,44,0.87,0.87
6.0,0.1,0.1,44,0.8766666666666666,0.87
6.0,0.1,0.2,44,0.88,0.87
6.0,0.1,0.3,44,0.8766666666666666,0.87
6.0,0.1,0.5,44,0.88,0.87
6.0,0.1,0.75,44,0.8766666666666666,0.87
6.0,0.1,1.0,44,0.8799999999999999,0.87
6.0,0.1,1.5,44,0.8666666666666667,0.87
6.0,0.1,2.0,44,0.8666666666666667,0.87
6.0,0.1,3.0,44,0.87,0.87
6.0,0.1,0.0,45,0.8766666666666666,0.8766666666666666
6.0,0.1,0.1,45,0.8733333333333334,0.8766666666666666
6.0,0.1,0.2,45,0.88,0.8766666666666666
6.0,0.1,0.3,45,0.88,0.8766666666666666
6.0,0.1,0.5,45,0.88,0.8766666666666666
6.0,0.1,0.75,45,0.8766666666666666,0.8766666666666666
6.0,0.1,1.0,45,0.87,0.8766666666666666
6.0,0.1,1.5,45,0.8633333333333333,0.8766666666666666
6.0,0.1,2.0,45,0.8566666666666666,0.8766666666666666
6.0,0.1,3.0,45,0.85,0.8766666666666666
6.0,0.1,0.0,46,0.87,0.87
6.0,0.1,0.1,46,0.88,0.87
6.0,0.1,0.2,46,0.88,0.87
6.0,0.1,0.3,46,0.8833333333333333,0.87
6.0,0.1,0.5,46,0.9033333333333333,0.87
6.0,0.1,0.75,46,0.9066666666666667,0.87
6.0,0.1,1.0,46,0.9066666666666667,0.87
6.0,0.1,1.5,46,0.9,0.87
6.0,0.1,2.0,46,0.9,0.87
6.0,0.1,3.0,46,0.89,0.87
6.0,0.1,0.0,47,0.9133333333333334,0.9133333333333334
6.0,0.1,0.1,47,0.9199999999999999,0.9133333333333334
6.0,0.1,0.2,47,0.9199999999999999,0.9133333333333334
6.0,0.1,0.3,47,0.9199999999999999,0.9133333333333334
6.0,0.1,0.5,47,0.9266666666666667,0.9133333333333334
6.0,0.1,0.75,47,0.92,0.9133333333333334
6.0,0.1,1.0,47,0.9166666666666666,0.9133333333333334
6.0,0.1,1.5,47,0.91,0.9133333333333334
6.0,0.1,2.0,47,0.9066666666666667,0.9133333333333334
6.0,0.1,3.0,47,0.9,0.9133333333333334
6.0,0.1,0.0,48,0.9066666666666666,0.9066666666666666
6.0,0.1,0.1,48,0.91,0.9066666666666666
6.0,0.1,0.2,48,0.91,0.9066666666666666
6.0,0.1,0.3,48,0.91,0.9066666666666666
6.0,0.1,0.5,48,0.9166666666666666,0.9066666666666666
6.0,0.1,0.75,48,0.9199999999999999,0.9066666666666666
6.0,0.1,1.0,48,0.9233333333333333,0.9066666666666666
6.0,0.1,1.5,48,0.93,0.9066666666666666
6.0,0.1,2.0,48,0.93,0.9066666666666666
6.0,0.1,3.0,48,0.9199999999999999,0.9066666666666666
6.0,0.1,0.0,49,0.8733333333333334,0.8733333333333334
6.0,0.1,0.1,49,0.8733333333333334,0.8733333333333334
6.0,0.1,0.2,49,0.8733333333333334,0.8733333333333334
6.0,0.1,0.3,49,0.8766666666666666,0.8733333333333334
6.0,0.1,0.5,49,0.8733333333333334,0.8733333333333334
6.0,0.1,0.75,49,0.86,0.8733333333333334
6.0,0.1,1.0,49,0.8633333333333333,0.8733333333333334
6.0,0.1,1.5,49,0.89,0.8733333333333334
6.0,0.1,2.0,49,0.89,0.8733333333333334
6.0,0.1,3.0,49,0.8866666666666667,0.8733333333333334
6.0,0.15,0.0,42,0.8366666666666668,0.8366666666666668
6.0,0.15,0.1,42,0.8366666666666666,0.8366666666666668
6.0,0.15,0.2,42,0.8366666666666666,0.8366666666666668
6.0,0.15,0.3,42,0.84,0.8366666666666668
6.0,0.15,0.5,42,0.8333333333333334,0.8366666666666668
6.0,0.15,0.75,42,0.84,0.8366666666666668
6.0,0.15,1.0,42,0.8533333333333334,0.8366666666666668
6.0,0.15,1.5,42,0.86,0.8366666666666668
6.0,0.15,2.0,42,0.8533333333333334,0.8366666666666668
6.0,0.15,3.0,42,0.84,0.8366666666666668
6.0,0.15,0.0,43,0.8666666666666667,0.8666666666666667
6.0,0.15,0.1,43,0.8866666666666667,0.8666666666666667
6.0,0.15,0.2,43,0.88,0.8666666666666667
6.0,0.15,0.3,43,0.88,0.8666666666666667
6.0,0.15,0.5,43,0.8733333333333334,0.8666666666666667
6.0,0.15,0.75,43,0.8733333333333334,0.8666666666666667
6.0,0.15,1.0,43,0.8666666666666667,0.8666666666666667
6.0,0.15,1.5,43,0.8666666666666667,0.8666666666666667
6.0,0.15,2.0,43,0.87,0.8666666666666667
6.0,0.15,3.0,43,0.8666666666666667,0.8666666666666667
6.0,0.15,0.0,44,0.8833333333333333,0.8833333333333333
6.0,0.15,0.1,44,0.88,0.8833333333333333
6.0,0.15,0.2,44,0.88,0.8833333333333333
6.0,0.15,0.3,44,0.88,0.8833333333333333
6.0,0.15,0.5,44,0.8766666666666666,0.8833333333333333
6.0,0.15,0.75,44,0.8766666666666666,0.8833333333333333
6.0,0.15,1.0,44,0.8766666666666666,0.8833333333333333
6.0,0.15,1.5,44,0.86,0.8833333333333333
6.0,0.15,2.0,44,0.8566666666666666,0.8833333333333333
6.0,0.15,3.0,44,0.85,0.8833333333333333
6.0,0.15,0.0,45,0.9033333333333333,0.9033333333333333
6.0,0.15,0.1,45,0.9066666666666666,0.9033333333333333
6.0,0.15,0.2,45,0.9066666666666666,0.9033333333333333
6.0,0.15,0.3,45,0.9233333333333333,0.9033333333333333
6.0,0.15,0.5,45,0.9366666666666665,0.9033333333333333
6.0,0.15,0.75,45,0.9266666666666667,0.9033333333333333
6.0,0.15,1.0,45,0.91,0.9033333333333333
6.0,0.15,1.5,45,0.88,0.9033333333333333
6.0,0.15,2.0,45,0.8666666666666667,0.9033333333333333
6.0,0.15,3.0,45,0.8533333333333334,0.9033333333333333
6.0,0.15,0.0,46,0.86,0.86
6.0,0.15,0.1,46,0.87,0.86
6.0,0.15,0.2,46,0.87,0.86
6.0,0.15,0.3,46,0.8666666666666667,0.86
6.0,0.15,0.5,46,0.87,0.86
6.0,0.15,0.75,46,0.87,0.86
6.0,0.15,1.0,46,0.8666666666666667,0.86
6.0,0.15,1.5,46,0.86,0.86
6.0,0.15,2.0,46,0.8533333333333334,0.86
6.0,0.15,3.0,46,0.8433333333333333,0.86
6.0,0.15,0.0,47,0.8633333333333333,0.8633333333333333
6.0,0.15,0.1,47,0.86,0.8633333333333333
6.0,0.15,0.2,47,0.8666666666666667,0.8633333333333333
6.0,0.15,0.3,47,0.8666666666666667,0.8633333333333333
6.0,0.15,0.5,47,0.8733333333333334,0.8633333333333333
6.0,0.15,0.75,47,0.88,0.8633333333333333
6.0,0.15,1.0,47,0.8866666666666667,0.8633333333333333
6.0,0.15,1.5,47,0.8866666666666667,0.8633333333333333
6.0,0.15,2.0,47,0.8766666666666666,0.8633333333333333
6.0,0.15,3.0,47,0.8666666666666667,0.8633333333333333
6.0,0.15,0.0,48,0.8766666666666666,0.8766666666666666
6.0,0.15,0.1,48,0.8866666666666666,0.8766666666666666
6.0,0.15,0.2,48,0.8766666666666666,0.8766666666666666
6.0,0.15,0.3,48,0.88,0.8766666666666666
6.0,0.15,0.5,48,0.89,0.8766666666666666
6.0,0.15,0.75,48,0.8866666666666667,0.8766666666666666
6.0,0.15,1.0,48,0.8866666666666667,0.8766666666666666
6.0,0.15,1.5,48,0.8866666666666667,0.8766666666666666
6.0,0.15,2.0,48,0.88,0.8766666666666666
6.0,0.15,3.0,48,0.86,0.8766666666666666
6.0,0.15,0.0,49,0.8766666666666666,0.8766666666666666
6.0,0.15,0.1,49,0.88,0.8766666666666666
6.0,0.15,0.2,49,0.88,0.8766666666666666
6.0,0.15,0.3,49,0.8833333333333333,0.8766666666666666
6.0,0.15,0.5,49,0.89,0.8766666666666666
6.0,0.15,0.75,49,0.8799999999999999,0.8766666666666666
6.0,0.15,1.0,49,0.8833333333333333,0.8766666666666666
6.0,0.15,1.5,49,0.8833333333333333,0.8766666666666666
6.0,0.15,2.0,49,0.8733333333333334,0.8766666666666666
6.0,0.15,3.0,49,0.87,0.8766666666666666
6.0,0.2,0.0,42,0.8766666666666666,0.8766666666666666
6.0,0.2,0.1,42,0.87,0.8766666666666666
6.0,0.2,0.2,42,0.87,0.8766666666666666
6.0,0.2,0.3,42,0.87,0.8766666666666666
6.0,0.2,0.5,42,0.8733333333333334,0.8766666666666666
6.0,0.2,0.75,42,0.8666666666666667,0.8766666666666666
6.0,0.2,1.0,42,0.8666666666666667,0.8766666666666666
6.0,0.2,1.5,42,0.8466666666666667,0.8766666666666666
6.0,0.2,2.0,42,0.8466666666666667,0.8766666666666666
6.0,0.2,3.0,42,0.82,0.8766666666666666
6.0,0.2,0.0,43,0.8733333333333334,0.8733333333333334
6.0,0.2,0.1,43,0.8733333333333334,0.8733333333333334
6.0,0.2,0.2,43,0.8766666666666666,0.8733333333333334
6.0,0.2,0.3,43,0.8733333333333334,0.8733333333333334
6.0,0.2,0.5,43,0.8666666666666667,0.8733333333333334
6.0,0.2,0.75,43,0.85,0.8733333333333334
6.0,0.2,1.0,43,0.85,0.8733333333333334
6.0,0.2,1.5,43,0.8566666666666666,0.8733333333333334
6.0,0.2,2.0,43,0.8566666666666666,0.8733333333333334
6.0,0.2,3.0,43,0.8433333333333333,0.8733333333333334
6.0,0.2,0.0,44,0.85,0.85
6.0,0.2,0.1,44,0.8566666666666668,0.85
6.0,0.2,0.2,44,0.8566666666666668,0.85
6.0,0.2,0.3,44,0.8633333333333333,0.85
6.0,0.2,0.5,44,0.8633333333333334,0.85
6.0,0.2,0.75,44,0.8666666666666667,0.85
6.0,0.2,1.0,44,0.8566666666666668,0.85
6.0,0.2,1.5,44,0.8533333333333334,0.85
6.0,0.2,2.0,44,0.8533333333333334,0.85
6.0,0.2,3.0,44,0.84,0.85
6.0,0.2,0.0,45,0.85,0.85
6.0,0.2,0.1,45,0.85,0.85
6.0,0.2,0.2,45,0.8466666666666667,0.85
6.0,0.2,0.3,45,0.8633333333333333,0.85
6.0,0.2,0.5,45,0.8533333333333334,0.85
6.0,0.2,0.75,45,0.8566666666666666,0.85
6.0,0.2,1.0,45,0.84,0.85
6.0,0.2,1.5,45,0.83,0.85
6.0,0.2,2.0,45,0.8433333333333334,0.85
6.0,0.2,3.0,45,0.8466666666666667,0.85
6.0,0.2,0.0,46,0.89,0.89
6.0,0.2,0.1,46,0.8566666666666666,0.89
6.0,0.2,0.2,46,0.8633333333333333,0.89
6.0,0.2,0.3,46,0.8666666666666667,0.89
6.0,0.2,0.5,46,0.8833333333333333,0.89
6.0,0.2,0.75,46,0.87,0.89
6.0,0.2,1.0,46,0.8533333333333334,0.89
6.0,0.2,1.5,46,0.8433333333333333,0.89
6.0,0.2,2.0,46,0.8333333333333334,0.89
6.0,0.2,3.0,46,0.8366666666666666,0.89
6.0,0.2,0.0,47,0.8700000000000001,0.8700000000000001
6.0,0.2,0.1,47,0.8833333333333333,0.8700000000000001
6.0,0.2,0.2,47,0.89,0.8700000000000001
6.0,0.2,0.3,47,0.8966666666666666,0.8700000000000001
6.0,0.2,0.5,47,0.8866666666666667,0.8700000000000001
6.0,0.2,0.75,47,0.8733333333333334,0.8700000000000001
6.0,0.2,1.0,47,0.87,0.8700000000000001
6.0,0.2,1.5,47,0.87,0.8700000000000001
6.0,0.2,2.0,47,0.8766666666666666,0.8700000000000001
6.0,0.2,3.0,47,0.8466666666666667,0.8700000000000001
6.0,0.2,0.0,48,0.8066666666666666,0.8066666666666666
6.0,0.2,0.1,48,0.7866666666666666,0.8066666666666666
6.0,0.2,0.2,48,0.7733333333333333,0.8066666666666666
6.0,0.2,0.3,48,0.7833333333333333,0.8066666666666666
6.0,0.2,0.5,48,0.79,0.8066666666666666
6.0,0.2,0.75,48,0.7999999999999999,0.8066666666666666
6.0,0.2,1.0,48,0.8166666666666668,0.8066666666666666
6.0,0.2,1.5,48,0.8233333333333334,0.8066666666666666
6.0,0.2,2.0,48,0.8133333333333334,0.8066666666666666
6.0,0.2,3.0,48,0.8066666666666666,0.8066666666666666
6.0,0.2,0.0,49,0.86,0.86
6.0,0.2,0.1,49,0.8733333333333334,0.86
6.0,0.2,0.2,49,0.8733333333333334,0.86
6.0,0.2,0.3,49,0.8666666666666667,0.86
6.0,0.2,0.5,49,0.8733333333333334,0.86
6.0,0.2,0.75,49,0.8933333333333334,0.86
6.0,0.2,1.0,49,0.8833333333333333,0.86
6.0,0.2,1.5,49,0.8766666666666666,0.86
6.0,0.2,2.0,49,0.8633333333333333,0.86
6.0,0.2,3.0,49,0.8566666666666668,0.86
6.0,0.25,0.0,42,0.9033333333333333,0.9033333333333333
6.0,0.25,0.1,42,0.8833333333333333,0.9033333333333333
6.0,0.25,0.2,42,0.8966666666666666,0.9033333333333333
6.0,0.25,0.3,42,0.8933333333333334,0.9033333333333333
6.0,0.25,0.5,42,0.8966666666666666,0.9033333333333333
6.0,0.25,0.75,42,0.89,0.9033333333333333
6.0,0.25,1.0,42,0.8833333333333333,0.9033333333333333
6.0,0.25,1.5,42,0.8766666666666666,0.9033333333333333
6.0,0.25,2.0,42,0.87,0.9033333333333333
6.0,0.25,3.0,42,0.83,0.9033333333333333
6.0,0.25,0.0,43,0.86,0.86
6.0,0.25,0.1,43,0.8799999999999999,0.86
6.0,0.25,0.2,43,0.8833333333333333,0.86
6.0,0.25,0.3,43,0.8833333333333334,0.86
6.0,0.25,0.5,43,0.89,0.86
6.0,0.25,0.75,43,0.91,0.86
6.0,0.25,1.0,43,0.8833333333333333,0.86
6.0,0.25,1.5,43,0.8733333333333334,0.86
6.0,0.25,2.0,43,0.87,0.86
6.0,0.25,3.0,43,0.85,0.86
6.0,0.25,0.0,44,0.91,0.91
6.0,0.25,0.1,44,0.9133333333333334,0.91
6.0,0.25,0.2,44,0.9166666666666666,0.91
6.0,0.25,0.3,44,0.9166666666666666,0.91
6.0,0.25,0.5,44,0.9266666666666667,0.91
6.0,0.25,0.75,44,0.9199999999999999,0.91
6.0,0.25,1.0,44,0.9266666666666667,0.91
6.0,0.25,1.5,44,0.9133333333333334,0.91
6.0,0.25,2.0,44,0.9033333333333333,0.91
6.0,0.25,3.0,44,0.8766666666666666,0.91
6.0,0.25,0.0,45,0.87,0.87
6.0,0.25,0.1,45,0.89,0.87
6.0,0.25,0.2,45,0.89,0.87
6.0,0.25,0.3,45,0.89,0.87
6.0,0.25,0.5,45,0.89,0.87
6.0,0.25,0.75,45,0.8966666666666666,0.87
6.0,0.25,1.0,45,0.89,0.87
6.0,0.25,1.5,45,0.8633333333333333,0.87
6.0,0.25,2.0,45,0.8533333333333334,0.87
6.0,0.25,3.0,45,0.8533333333333334,0.87
6.0,0.25,0.0,46,0.8566666666666668,0.8566666666666668
6.0,0.25,0.1,46,0.86,0.8566666666666668
6.0,0.25,0.2,46,0.8733333333333334,0.8566666666666668
6.0,0.25,0.3,46,0.8733333333333334,0.8566666666666668
6.0,0.25,0.5,46,0.86,0.8566666666666668
6.0,0.25,0.75,46,0.8733333333333334,0.8566666666666668
6.0,0.25,1.0,46,0.8933333333333334,0.8566666666666668
6.0,0.25,1.5,46,0.8733333333333334,0.8566666666666668
6.0,0.25,2.0,46,0.87,0.8566666666666668
6.0,0.25,3.0,46,0.8366666666666666,0.8566666666666668
6.0,0.25,0.0,47,0.8466666666666667,0.8466666666666667
6.0,0.25,0.1,47,0.8666666666666667,0.8466666666666667
6.0,0.25,0.2,47,0.8633333333333333,0.8466666666666667
6.0,0.25,0.3,47,0.87,0.8466666666666667
6.0,0.25,0.5,47,0.8733333333333334,0.8466666666666667
6.0,0.25,0.75,47,0.8666666666666666,0.8466666666666667
6.0,0.25,1.0,47,0.8566666666666666,0.8466666666666667
6.0,0.25,1.5,47,0.8466666666666667,0.8466666666666667
6.0,0.25,2.0,47,0.85,0.8466666666666667
6.0,0.25,3.0,47,0.8233333333333334,0.8466666666666667
6.0,0.25,0.0,48,0.8566666666666666,0.8566666666666666
6.0,0.25,0.1,48,0.8633333333333333,0.8566666666666666
6.0,0.25,0.2,48,0.8633333333333333,0.8566666666666666
6.0,0.25,0.3,48,0.86,0.8566666666666666
6.0,0.25,0.5,48,0.87,0.8566666666666666
6.0,0.25,0.75,48,0.8566666666666666,0.8566666666666666
6.0,0.25,1.0,48,0.8533333333333334,0.8566666666666666
6.0,0.25,1.5,48,0.8566666666666666,0.8566666666666666
6.0,0.25,2.0,48,0.8466666666666667,0.8566666666666666
6.0,0.25,3.0,48,0.8266666666666667,0.8566666666666666
6.0,0.25,0.0,49,0.9066666666666666,0.9066666666666666
6.0,0.25,0.1,49,0.9199999999999999,0.9066666666666666
6.0,0.25,0.2,49,0.9233333333333333,0.9066666666666666
6.0,0.25,0.3,49,0.9233333333333333,0.9066666666666666
6.0,0.25,0.5,49,0.9166666666666666,0.9066666666666666
6.0,0.25,0.75,49,0.9033333333333333,0.9066666666666666
6.0,0.25,1.0,49,0.9033333333333333,0.9066666666666666
6.0,0.25,1.5,49,0.9066666666666667,0.9066666666666666
6.0,0.25,2.0,49,0.9,0.9066666666666666
6.0,0.25,3.0,49,0.8700000000000001,0.9066666666666666
6.0,0.3,0.0,42,0.8566666666666668,0.8566666666666668
